,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
24_17231887261101.png,A,C,C,A,E,D,B,B,C,D,E,A,B,B,E,E,C,C,C,C,B,B,D,E,C,D,A,B,B,D,C,C,C,C,D,C,B,C,B,B,E,B,A,C,B,B,B,A,A,C,C,C,C,A,A,C
24_17232184791101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231829021771.png,E,B,D,B,C,E,B,D,A,C,C,B,A,B,C,E,B,E,B,C,B,B,E,B,D,B,D,B,B,A,B,C,D,B,C,C,B,C,D,C,D,A,D,B,C,D,C,D,C,A,D,B,B,C,C,B
24_17231821991101.png,A,B,D,A,A,D,B,B,C,D,A,C,B,A,E,A,D,A,C,C,B,B,B,E,D,B,C,B,B,C,C,C,C,B,D,C,C,A,D,B,D,B,A,D,B,C,C,D,A,A,C,C,B,A,C,A
24_17231817921101.png,A,A,C,E,D,D,C,B,D,E,C,B,A,E,D,A,C,C,B,C,A,B,D,E,B,C,B,D,B,C,C,A,E,B,C,A,B,B,D,A,E,B,B,A,D,A,B,C,B,D,B,B,C,A,D,B
24_17231817911101.png,A,A,C,A,E,A,C,B,C,D,E,C,B,B,D,B,A,D,D,C,B,A,D,E,C,A,A,B,B,A,A,B,E,B,D,C,B,D,C,B,C,A,B,B,A,A,B,D,D,B,C,C,B,A,D,C
24_1723182801511.png,E,D,E,D,C,A,E,B,D,D,D,D,C,C,C,D,A,E,E,D,B,C,D,C,C,D,C,D,C,B,A,B,D,A,A,D,A,C,B,B,A,B,D,D,D,C,C,B,C,B,B,C,D,D,B,A
24_17231802331771.png,E,A,B,E,C,D,B,D,A,C,E,B,B,B,E,E,A,A,C,D,B,A,B,B,D,C,D,B,B,A,B,A,D,B,C,C,B,D,D,A,D,A,D,#,B,D,C,A,B,B,C,C,A,C,C,A
24_1723182818511.png,E,E,A,A,A,D,C,B,A,D,A,B,C,C,D,D,E,E,D,C,B,C,D,A,A,D,B,B,B,B,D,C,B,A,A,A,D,C,C,B,A,B,D,C,B,A,C,C,C,B,B,C,A,C,B,A
24_17231908781771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231908691771.png,B,A,E,E,C,D,C,D,A,C,E,B,B,B,E,E,B,A,B,D,B,B,D,B,E,C,D,B,A,A,A,D,D,B,C,C,B,C,B,A,E,A,D,A,A,D,B,B,B,B,D,C,B,C,D,B
24_17231895011101.png,B,E,A,A,C,A,B,B,C,D,A,A,B,D,E,A,C,A,C,C,B,A,E,E,D,A,D,B,B,C,B,E,A,B,E,C,D,B,C,A,E,B,A,B,A,D,B,C,B,B,C,C,C,A,B,C
24_17231886341771.png,E,B,B,E,C,D,B,D,A,D,C,B,B,B,C,E,B,E,B,C,B,C,D,B,D,B,D,B,B,A,B,D,D,B,C,C,B,C,B,C,B,A,D,B,C,D,D,C,E,B,D,C,C,D,C,B
24_17231887581101.png,A,B,C,E,D,D,B,B,C,D,A,A,B,D,E,B,D,A,C,C,B,B,D,E,C,C,B,B,B,C,C,C,C,B,D,D,C,C,C,B,D,B,A,B,B,D,C,B,C,A,C,C,C,D,B,A
24_17231894691101.png,A,A,C,A,D,A,B,B,C,D,A,A,B,B,E,B,D,C,A,C,B,A,C,E,C,D,A,B,B,C,C,A,D,B,D,C,B,D,D,B,D,A,A,B,A,C,B,B,D,D,C,C,C,B,D,C
24_17231887251101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231894981101.png,C,E,D,D,E,A,B,B,C,E,A,E,A,B,C,D,D,C,C,C,B,B,D,E,D,A,A,B,B,C,D,D,B,B,D,E,A,B,B,D,C,B,A,B,E,D,B,B,B,D,C,C,#,A,C,D
24_17231890451771.png,E,B,A,A,A,E,B,D,A,C,E,B,B,E,C,A,B,E,B,B,B,B,B,B,D,A,D,B,B,A,B,D,C,B,C,A,D,B,D,C,B,A,D,B,C,D,D,A,C,C,D,D,D,C,C,B
24_17231815921771.png,E,B,A,E,A,E,B,D,D,C,C,B,B,D,D,A,A,A,B,C,B,B,D,B,D,A,D,A,B,A,A,D,D,B,C,C,B,C,C,A,B,A,D,B,C,A,D,A,A,B,D,C,D,A,C,B
24_17231828881771.png,E,B,B,B,C,E,B,D,A,C,C,B,B,D,C,C,B,E,B,C,B,A,B,B,D,D,D,B,B,A,B,D,D,B,C,C,B,C,A,C,B,A,D,B,C,D,D,C,A,A,D,C,C,D,C,B
24_17231887591101.png,A,C,C,C,E,D,A,A,B,D,A,A,B,A,E,A,C,C,B,C,B,B,D,E,D,D,D,B,B,C,A,D,D,A,D,C,D,D,C,B,B,B,A,C,D,D,B,C,B,D,C,C,C,A,D,C
24_17231817811101.png,A,A,C,D,A,A,E,B,B,E,A,A,B,A,B,B,D,C,A,C,B,B,D,E,A,E,A,B,B,D,A,D,E,A,D,A,D,C,D,A,A,B,A,B,C,E,A,B,C,D,C,C,D,D,D,E
24_17231909731101.png,A,C,C,E,D,A,B,B,C,D,A,A,B,A,E,A,D,C,C,C,B,B,E,E,A,C,A,B,B,C,A,C,B,D,D,D,D,B,B,B,A,B,A,C,A,E,A,B,A,B,C,A,B,A,A,E
24_17231868721101.png,A,B,C,D,D,A,B,B,B,E,A,B,B,A,E,B,C,C,A,C,B,B,E,E,D,D,D,B,A,A,C,D,C,B,D,C,B,A,C,B,D,A,A,B,A,C,B,B,A,D,C,D,#,B,B,C
24_17231874851771.png,E,C,B,C,C,E,A,D,A,C,C,D,B,C,E,C,E,A,B,C,B,A,A,B,E,C,D,B,B,A,B,A,D,B,C,D,B,C,B,C,B,A,D,#,B,D,B,C,A,B,D,D,B,A,C,B
24_1723182817511.png,D,E,D,B,C,A,B,A,A,A,B,D,C,B,C,D,A,E,A,B,B,A,D,E,D,B,C,A,B,B,A,A,D,A,D,C,D,B,D,A,B,A,D,C,B,D,C,B,B,C,B,D,A,D,D,C
24_17232178721101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231874951771.png,E,B,A,E,D,E,B,D,D,D,E,B,B,B,C,B,B,E,A,C,B,A,C,B,E,B,D,B,B,A,B,D,D,B,C,C,B,A,A,C,E,A,D,#,C,D,D,D,A,B,D,C,D,C,C,B
24_17231829121771.png,E,B,B,B,C,E,B,D,C,C,C,B,B,D,C,B,B,E,B,E,B,B,D,B,C,B,D,B,B,A,B,D,D,B,C,C,B,C,B,C,B,A,D,D,C,D,D,C,C,A,D,C,D,#,*,B
24_17231866271771.png,C,E,E,E,E,D,D,B,C,C,C,C,B,D,D,E,C,A,B,E,B,A,A,B,B,C,D,C,B,C,A,A,E,A,C,C,C,C,E,C,A,A,C,D,B,D,A,C,E,B,D,C,A,D,D,B
24_17231829051771.png,E,B,B,B,D,E,B,D,C,C,C,B,B,D,C,B,B,E,B,E,B,B,D,B,D,B,D,B,B,A,D,D,D,B,C,C,B,C,B,C,B,A,D,D,C,D,D,C,C,A,D,C,D,B,D,B
24_17231887701101.png,A,C,C,A,D,A,B,A,C,E,A,E,B,A,E,A,C,C,A,C,A,D,E,E,D,D,D,B,B,C,B,C,B,A,D,C,D,D,C,C,D,B,B,D,B,D,C,B,B,A,C,A,C,B,D,C
24_17231887641101.png,A,C,A,B,D,A,D,B,B,D,A,C,B,E,C,A,D,A,C,E,B,B,E,E,C,A,A,B,B,C,B,A,E,B,D,C,C,B,C,B,E,B,A,C,A,D,C,C,B,B,C,C,C,C,C,B
24_17231886451771.png,E,B,B,E,C,D,B,B,A,C,C,B,B,B,C,A,B,E,B,D,B,A,C,B,E,B,D,C,D,A,B,A,D,B,C,D,B,C,A,C,E,A,D,B,D,D,D,D,B,A,D,C,E,D,C,B
24_17231817951101.png,A,C,C,E,A,A,B,B,C,D,A,A,B,B,E,B,D,C,C,C,B,B,D,E,C,C,B,B,A,C,C,B,A,B,D,C,B,D,D,B,C,A,A,C,A,D,C,B,D,D,C,D,C,B,B,C
24_17231909691101.png,A,C,C,A,E,A,B,B,C,C,*,D,B,A,E,A,D,A,B,C,B,A,B,B,B,C,E,A,B,C,C,D,A,C,B,C,C,D,A,B,A,B,B,A,D,A,B,A,A,C,C,C,A,B,A,D
24_17231818071101.png,A,B,E,E,C,D,B,B,C,D,A,E,B,A,E,A,D,C,C,C,B,B,D,E,C,B,D,B,B,B,A,B,A,B,D,C,A,D,C,A,A,B,B,C,B,E,A,A,A,A,C,A,D,D,C,E
24_17232178521771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_1723182786511.png,D,C,E,C,A,B,D,A,A,D,D,D,D,C,D,D,E,E,D,D,B,A,D,C,C,B,C,C,B,B,B,B,C,B,D,A,B,C,C,C,D,D,D,C,C,C,D,C,D,B,B,C,A,B,B,B
24_17231818001101.png,E,B,A,A,E,A,B,B,D,D,A,A,B,B,E,E,D,C,A,C,B,B,E,E,C,A,A,C,B,A,A,B,C,B,D,D,C,A,C,B,C,B,C,A,D,A,C,B,B,A,C,D,B,A,C,A
24_17231817851101.png,A,A,C,A,E,A,B,B,C,E,A,C,B,A,E,B,D,C,D,C,B,B,D,E,C,D,A,B,B,C,A,A,D,B,D,C,D,C,C,B,D,A,A,B,D,D,B,D,A,D,C,C,C,C,B,C
24_17231909741101.png,A,C,C,C,D,A,B,B,A,D,A,A,E,C,E,B,D,B,A,C,B,E,E,E,E,B,D,C,C,C,B,D,A,A,B,D,B,C,D,D,E,B,B,D,C,A,D,D,B,A,C,C,D,D,D,A
24_17231886371771.png,E,B,B,E,C,D,B,D,A,C,C,B,B,B,C,E,B,E,B,E,B,B,C,C,D,A,D,B,B,A,B,D,D,B,C,C,B,B,E,C,B,A,D,B,C,D,D,C,C,A,D,C,D,A,D,B
24_17232182591101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231868681101.png,A,C,A,A,C,A,B,A,C,D,E,A,A,B,E,A,D,C,C,A,C,E,E,E,D,A,D,B,B,A,C,A,E,B,C,C,B,C,B,B,D,A,A,B,C,A,B,B,A,C,A,A,C,A,C,E
24_17231864331771.png,E,B,E,E,C,E,B,A,C,C,E,B,B,B,E,E,B,E,A,C,B,B,C,B,D,C,D,B,B,B,B,D,D,B,C,C,C,B,E,A,E,A,D,B,C,A,B,C,A,B,D,C,D,C,D,A
24_17231887361101.png,A,D,C,A,D,D,C,C,D,D,A,A,B,A,E,A,D,A,A,D,C,B,D,E,D,C,A,B,B,B,C,D,D,C,C,C,C,A,C,B,C,A,A,C,A,B,B,C,A,D,C,C,B,C,B,C
24_17231890381771.png,B,A,E,E,D,D,B,D,D,C,E,B,B,B,E,C,D,A,B,E,B,B,C,B,D,A,D,B,A,A,B,D,D,B,C,C,B,C,D,C,A,A,D,A,C,B,D,C,C,B,D,C,D,C,D,B
24_17231887751101.png,A,E,D,A,D,D,#,#,C,D,A,A,B,D,E,E,D,A,B,C,B,B,D,E,C,D,A,B,B,C,C,B,D,A,D,C,A,D,C,B,E,A,A,D,D,C,B,B,A,A,C,C,C,A,C,D
24_1723182815511.png,D,C,D,B,C,A,B,A,A,A,B,D,B,B,C,D,E,B,D,D,E,A,D,C,E,D,C,D,B,B,D,C,B,A,D,D,B,C,C,C,E,B,D,C,B,A,B,B,C,C,B,B,A,A,C,A
24_17231864371771.png,B,B,A,E,C,E,B,D,A,C,E,B,B,A,E,D,B,A,B,C,A,B,B,B,B,C,D,B,B,A,A,D,#,D,A,C,D,B,A,C,B,A,D,B,B,A,B,A,C,B,D,C,D,C,C,A
24_1723182798511.png,D,C,E,C,A,A,D,A,B,C,E,D,C,C,C,D,E,A,D,D,D,C,E,C,E,D,C,D,B,B,D,D,D,A,D,B,A,D,C,C,A,B,D,C,C,D,C,B,C,C,B,C,A,C,A,E
24_1723182823511.png,E,E,A,E,E,B,D,A,B,D,D,E,C,C,C,A,E,D,D,D,B,D,B,B,A,E,B,B,C,C,D,B,D,A,B,D,B,A,D,C,B,A,D,C,C,C,A,B,D,B,B,A,C,C,B,E
24_17231822061101.png,A,C,A,A,E,D,B,C,D,D,E,C,B,B,E,A,D,A,D,A,B,B,E,B,D,A,C,B,B,C,B,C,C,B,D,C,A,D,C,B,E,A,B,B,C,C,A,B,A,A,C,C,D,A,B,B
24_17232182391771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231890521771.png,B,A,A,C,C,E,B,C,A,C,E,B,B,D,E,C,C,A,A,E,B,C,C,B,A,C,D,B,B,A,A,D,D,A,C,C,C,A,C,A,C,A,D,#,B,B,B,C,E,A,D,C,B,C,B,A
24_1723182800511.png,E,A,C,D,C,E,E,A,A,E,C,E,D,E,C,A,C,C,D,B,D,E,C,B,E,D,C,B,B,A,D,C,B,C,D,B,C,B,C,B,C,B,D,C,C,B,D,C,C,C,B,C,C,C,B,E
24_17231817891101.png,A,A,E,A,C,A,C,C,C,D,A,A,B,A,D,A,C,C,A,C,B,B,D,E,A,C,D,B,B,B,A,B,D,B,B,C,D,B,C,B,C,B,A,D,A,B,C,A,B,B,C,D,C,B,D,B
24_17231866321771.png,B,B,B,E,A,E,B,D,A,C,E,B,B,D,C,D,B,E,B,D,B,B,C,B,D,B,D,B,B,A,B,C,D,B,C,C,B,C,C,C,B,A,D,B,C,D,D,D,B,B,D,C,C,B,B,B
24_17231818031101.png,A,A,C,E,D,D,B,B,C,D,E,C,B,D,E,B,C,C,A,C,B,B,D,E,C,D,A,B,B,C,A,D,D,B,D,C,A,A,B,B,D,A,A,B,D,B,B,A,A,D,C,B,B,B,C,C
24_17231802421771.png,E,A,B,B,A,D,B,D,A,D,E,B,B,B,C,C,A,C,A,C,B,A,D,C,D,A,D,B,B,A,A,C,D,B,C,C,D,B,B,A,E,A,D,D,C,A,B,A,E,A,D,C,B,D,C,B
24_17231817971101.png,A,A,B,C,E,D,D,B,C,D,A,E,B,B,A,A,D,C,A,C,B,A,D,E,C,B,E,D,B,B,B,C,A,B,D,C,A,D,C,A,A,B,A,C,C,A,B,B,B,B,C,C,B,C,B,C
24_17231894101771.png,E,D,B,E,A,D,B,D,A,C,C,B,B,B,C,E,A,A,B,C,B,B,C,B,D,B,D,B,B,A,B,D,D,B,C,C,B,C,B,C,B,A,D,B,C,D,D,C,E,B,D,C,D,D,C,B
24_17231817881101.png,A,E,A,A,C,D,D,B,C,A,A,A,B,B,D,B,A,A,D,C,B,B,D,E,C,B,C,B,B,B,B,D,C,B,D,C,A,D,D,A,D,A,A,B,B,C,B,C,B,A,C,C,A,B,A,E
24_17232179051101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231908771771.png,E,B,E,B,A,E,B,A,A,C,C,B,B,D,E,E,B,A,B,E,B,B,C,B,D,C,D,B,B,A,B,D,D,B,C,C,B,B,B,C,B,A,D,A,C,D,D,C,C,B,D,C,B,A,C,C
24_1723182796511.png,E,C,E,E,C,A,B,E,B,D,A,E,B,A,E,B,D,C,B,A,D,A,D,A,C,D,D,B,B,B,D,C,C,B,D,A,B,B,C,A,B,B,D,C,D,B,B,A,B,C,B,C,D,A,A,B
24_17231908511771.png,E,B,E,E,C,E,B,D,A,C,C,B,A,B,C,A,A,E,B,D,B,B,A,B,B,D,D,B,B,A,A,D,D,B,C,B,B,B,C,E,D,B,C,B,*,C,A,C,C,D,B,A,D,C,B,D
24_17231864411771.png,C,C,E,E,C,D,B,A,A,C,E,B,B,D,E,E,D,D,B,D,B,A,C,B,D,D,D,B,B,A,D,A,C,B,C,C,D,D,E,A,B,A,D,B,B,D,C,D,D,C,D,D,C,B,A,A
24_17231817961101.png,B,A,A,A,D,A,B,B,C,E,A,A,B,A,E,B,D,A,B,C,B,E,D,E,A,C,D,B,B,C,A,C,B,B,D,C,B,B,D,B,D,A,C,B,B,A,B,B,A,D,C,C,C,D,B,C
24_17231866431771.png,E,B,A,E,A,D,C,C,E,C,E,B,B,E,C,A,B,A,A,D,B,B,C,B,A,C,D,A,A,B,D,C,B,C,C,C,B,A,C,A,E,C,C,B,B,D,A,C,D,B,A,C,C,B,C,A
24_17231864481771.png,#,B,B,E,C,E,B,E,A,C,E,B,B,B,C,E,A,A,C,C,B,B,B,B,D,C,D,B,B,A,B,B,B,B,C,C,D,B,D,A,B,A,D,B,C,D,B,B,D,B,D,C,C,A,D,B
24_1723182814511.png,D,E,D,B,C,A,B,A,A,A,B,D,B,B,C,D,E,B,E,A,C,A,B,C,A,A,C,C,B,A,D,D,D,A,D,C,D,D,D,C,A,B,D,C,B,C,C,C,C,B,B,C,C,D,D,D
24_17232179041101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231818091101.png,A,D,B,E,E,D,B,B,C,A,A,D,B,B,A,E,D,A,A,C,B,B,D,E,C,D,B,D,B,C,A,D,C,A,D,C,B,B,C,B,D,A,A,B,A,C,B,B,A,D,C,C,D,D,A,B
24_17232183111771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231815561771.png,E,B,E,E,B,D,E,D,A,B,A,B,B,B,C,A,A,E,A,C,B,A,C,B,E,C,D,B,B,A,B,A,A,B,C,A,D,B,C,C,B,A,B,B,C,D,B,C,B,B,D,B,C,A,C,B
24_17231815721771.png,E,C,E,E,C,D,B,D,A,D,B,B,A,D,C,E,B,E,B,D,B,B,C,B,D,C,D,B,B,A,B,D,D,B,C,C,B,C,C,C,B,A,D,B,C,D,A,C,C,A,D,C,D,D,B,A
24_17231815661771.png,E,B,E,E,C,D,B,D,A,C,E,B,B,B,C,E,B,E,B,E,B,B,C,B,D,A,D,B,B,A,A,B,D,B,C,C,B,C,B,B,B,A,D,B,C,D,D,C,A,A,D,C,B,D,C,B
24_17231866411771.png,E,B,A,D,C,E,D,D,C,C,E,B,A,A,D,B,C,A,B,C,B,B,D,B,C,B,D,A,B,C,A,C,E,A,C,A,D,B,E,A,E,A,C,A,B,D,B,B,D,A,D,A,B,B,C,D
24_17231815851771.png,E,*,A,E,C,E,B,B,A,C,E,B,B,B,D,E,B,E,E,C,B,B,C,C,E,A,D,B,B,C,A,D,D,B,C,C,B,B,C,A,B,A,D,D,C,A,D,A,A,B,D,C,D,A,C,B
24_17231822071101.png,A,A,C,A,E,A,B,A,C,D,A,C,A,A,E,A,D,C,B,C,B,B,D,E,C,A,D,B,B,C,C,B,E,B,D,C,D,B,D,B,D,A,A,B,B,E,C,B,A,D,C,C,C,D,D,C
24_17231815621771.png,B,A,A,D,C,D,C,A,A,D,C,B,B,A,E,B,A,E,B,D,B,A,C,B,D,C,D,B,B,A,A,C,D,B,C,D,B,C,A,C,B,A,D,B,D,D,D,C,C,B,D,A,B,D,C,B
24_17231890591771.png,E,B,A,E,C,E,B,D,C,A,C,B,B,A,C,E,D,A,A,B,B,A,A,B,E,D,D,B,B,A,B,D,D,B,C,C,B,C,B,C,B,A,D,B,B,D,B,D,C,A,D,D,D,D,D,A
24_17231886471771.png,E,B,B,E,C,D,B,D,A,C,C,B,B,B,C,E,B,E,B,D,B,B,C,B,D,B,D,B,B,A,B,B,D,B,C,C,B,C,E,C,B,A,D,B,C,D,D,C,E,B,D,C,C,D,C,B
24_17231802401771.png,E,A,A,E,A,D,C,D,A,D,E,B,B,A,E,B,D,E,E,C,B,A,A,B,B,A,D,B,B,A,A,A,B,A,C,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,B,D
24_17231890411771.png,E,C,E,E,C,E,C,*,A,C,E,B,B,B,C,E,A,C,B,D,C,C,C,B,D,B,D,B,B,A,C,A,E,B,C,C,B,B,E,C,E,A,D,A,B,B,A,C,D,A,D,C,C,B,D,B
24_17231894941101.png,B,D,D,D,E,A,B,C,C,D,A,A,A,C,C,C,D,C,A,D,B,E,B,D,C,B,B,D,C,C,B,C,E,D,D,D,D,D,C,A,D,B,A,B,C,D,D,C,B,C,C,C,C,C,B,C
24_17231828921771.png,E,B,B,B,C,E,B,D,A,C,C,B,D,D,A,B,B,E,B,C,B,C,A,B,D,B,D,B,B,A,B,A,D,A,C,C,B,B,C,A,E,A,D,B,C,A,D,D,E,B,D,C,A,D,C,A
24_17231909701101.png,A,C,C,E,D,A,B,B,C,D,A,A,B,A,E,E,C,C,A,C,B,B,E,E,C,B,D,A,B,C,C,C,D,B,D,D,B,B,C,A,E,A,B,B,C,D,A,C,B,C,B,A,C,A,B,D
24_17231829001771.png,E,B,B,B,C,E,B,D,C,C,C,B,B,D,C,B,B,E,B,E,B,B,D,B,D,B,D,B,B,A,D,D,D,B,C,C,B,C,B,C,B,A,D,D,C,D,D,C,C,A,D,C,D,B,D,B
24_17231828841771.png,E,B,C,B,C,E,B,D,A,C,C,B,E,D,C,A,B,E,B,C,B,A,D,B,D,C,D,B,B,A,B,B,D,B,D,C,B,C,B,C,B,A,D,D,C,D,B,C,C,A,D,C,D,B,C,B
24_17231908761771.png,B,B,D,E,C,E,B,C,A,C,C,B,B,A,C,E,B,A,B,E,B,B,C,B,E,C,D,B,B,A,A,C,B,B,C,D,C,C,D,A,C,A,D,B,B,D,B,B,C,B,D,C,B,A,C,A
24_17231815761771.png,E,C,E,E,C,E,B,D,D,D,E,B,B,A,E,E,B,E,B,E,B,B,D,B,E,B,D,B,B,A,A,D,D,A,C,C,B,C,C,C,B,A,D,B,C,D,D,C,A,B,D,B,D,D,B,A
24_17231815731771.png,E,C,A,E,A,E,B,D,A,C,C,B,B,D,C,C,B,E,B,D,B,B,C,B,D,C,D,A,B,A,A,A,D,B,C,B,B,B,C,A,B,A,D,D,C,D,D,C,D,A,D,C,D,D,D,B
24_17231886351771.png,E,B,A,E,A,D,B,D,A,C,B,B,B,B,C,E,B,E,B,D,B,B,C,B,D,C,D,B,B,A,B,A,D,B,C,C,B,C,B,C,B,A,D,B,C,D,D,C,E,B,D,C,C,D,C,B
24_17231894801101.png,A,C,B,A,E,A,B,B,C,D,A,B,A,C,E,B,D,A,A,C,B,C,D,E,D,C,C,D,B,C,A,B,A,B,D,B,B,A,D,C,D,B,A,B,D,D,A,C,B,B,C,D,A,C,C,E
24_17231874711771.png,E,A,B,B,C,E,E,D,A,D,C,B,A,D,D,C,B,A,B,C,B,C,C,B,D,A,D,B,B,A,E,D,D,B,C,C,B,C,A,C,C,A,D,#,C,D,D,C,C,A,D,C,D,D,C,B
24_17231894891101.png,A,E,A,A,E,A,B,B,C,D,A,A,A,A,E,C,D,C,C,A,C,A,D,E,D,B,A,B,B,C,A,D,D,B,D,C,D,D,C,D,A,A,B,D,E,E,B,B,B,B,C,C,C,D,B,C
24_17231874781771.png,E,C,A,E,C,E,B,A,C,D,C,B,B,B,C,E,B,C,A,C,B,A,E,B,E,C,D,B,B,A,B,D,D,B,C,C,B,A,E,C,E,A,D,#,B,A,D,D,A,B,D,C,D,C,C,B
24_17231864491771.png,E,C,#,C,C,E,B,D,C,D,E,B,A,B,E,E,C,B,A,C,D,A,B,B,E,D,D,C,C,A,A,C,C,B,C,A,A,D,C,C,B,A,D,D,C,B,D,A,E,B,D,C,A,C,D,B
24_17231864261771.png,E,B,E,E,B,D,C,D,A,C,E,B,B,D,A,E,B,A,B,D,A,B,B,B,D,B,D,B,B,C,C,B,B,B,C,C,D,B,B,A,A,A,D,B,C,D,B,C,C,B,D,A,C,D,D,A
24_17231818011101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17232177451771.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231802341771.png,E,B,B,E,C,E,B,B,C,C,E,B,A,B,C,E,B,E,E,D,B,B,C,B,E,C,D,B,A,A,A,D,D,B,C,C,B,B,D,C,D,A,D,A,C,B,C,C,D,B,D,D,B,A,D,B
24_17231909681101.png,C,D,C,C,E,D,B,B,A,C,A,B,A,C,E,E,D,B,A,C,E,A,E,A,E,C,A,B,C,C,B,C,E,B,D,A,D,A,D,B,A,B,B,C,A,E,A,A,D,A,A,A,A,C,C,C
24_17231908711771.png,B,B,A,E,C,E,B,D,A,C,E,B,B,B,D,E,B,E,B,E,B,D,C,D,D,C,E,B,B,B,A,D,E,B,C,D,C,C,C,C,D,A,D,B,C,B,B,A,C,D,D,D,B,A,D,A
24_1723182812511.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231894041771.png,E,B,E,E,C,D,B,D,C,C,E,B,B,B,A,E,A,E,B,C,E,B,C,B,D,B,D,B,B,A,B,D,D,B,C,C,B,B,A,C,C,A,D,B,B,D,C,B,C,B,C,A,C,B,C,C
24_17231887381101.png,D,C,C,A,C,D,B,B,C,E,A,A,B,A,D,E,C,B,B,D,A,C,B,D,C,D,A,B,B,C,C,D,E,C,D,C,D,A,C,C,D,B,A,C,A,A,B,B,A,*,C,C,C,C,C,C
24_17231887321101.png,C,C,D,E,E,A,B,B,C,D,E,A,B,A,E,A,A,A,A,C,B,B,E,E,A,C,D,B,B,B,A,D,C,B,D,C,B,A,C,A,D,A,B,B,D,E,B,A,A,B,C,C,D,A,D,C
24_17231822111101.png,A,D,B,A,E,A,B,B,C,E,A,C,B,C,B,A,D,A,B,C,B,B,D,E,C,B,A,B,B,D,*,D,E,B,D,C,A,D,C,B,C,A,A,C,A,B,C,B,A,D,C,D,C,D,A,C
24_17231874961771.png,E,C,A,E,A,E,B,D,C,C,A,B,B,A,C,C,B,E,B,C,B,C,C,B,A,D,D,B,B,A,A,A,B,B,C,C,B,D,B,C,A,A,D,#,C,B,D,C,A,B,D,C,B,D,B,B
