,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
40_1723179959561.png,C,E,C,D,C,C,B,E,E,#,B,E,C,B,C,B,A,B,C,B,B,B,A,A,C,C,B,D,C,D,B,C,C,C,C,A,A,D,D,C,E,B,C,C,A,C,C,C,B,B,B,C,D,D,B,B,B,D,C,C,B,B,C,C,D,D,A,C,B,A,A,A
40_1723182832521.png,D,B,B,A,A,E,C,D,E,B,A,A,E,E,C,E,B,D,E,D,A,C,E,C,E,D,C,E,C,D,C,A,E,B,E,C,B,D,C,A,D,A,D,B,B,A,B,A,D,B,C,C,B,B,A,C,D,A,D,B,C,B,D,A,D,A,D,C,B,D,C,B
40_17231803141431.png,A,B,E,E,E,E,E,E,E,B,A,D,C,C,B,B,D,A,C,B,D,E,C,D,A,D,A,C,A,D,D,E,C,D,C,E,E,E,B,A,C,A,D,D,B,C,C,C,D,B,B,B,B,C,C,A,C,D,A,C,A,A,C,A,B,A,D,B,C,C,D,C
40_17231822637631.png,E,D,E,E,E,A,B,C,D,D,D,B,D,B,B,D,A,D,A,B,B,C,A,D,C,A,B,D,E,B,B,B,E,D,A,E,C,E,E,D,B,D,A,C,B,A,B,D,D,A,A,B,B,C,B,D,D,A,D,B,B,A,A,C,C,D,C,C,B,B,A,A
40_17231863481391.png,C,A,C,A,A,E,B,A,E,C,B,A,E,E,C,D,A,D,A,D,E,C,C,D,A,C,C,A,C,C,D,D,D,C,C,A,D,E,D,D,B,A,C,#,B,B,C,C,B,D,C,C,C,C,B,C,E,C,C,C,B,B,D,C,C,B,A,B,A,B,B,C
40_1723179919561.png,C,B,B,C,B,D,A,E,C,#,C,C,A,B,C,B,A,B,C,B,B,B,A,A,D,D,C,D,C,A,A,A,A,C,C,B,C,D,D,C,D,B,C,C,A,D,C,C,C,D,B,C,A,D,C,B,A,D,C,C,C,A,B,C,D,D,A,C,A,A,B,A
40_17231894401311.png,D,C,E,A,A,D,C,E,C,E,A,C,A,A,E,A,C,A,E,E,D,C,A,B,C,D,E,A,B,B,D,E,D,C,C,B,C,E,B,A,E,B,C,C,B,B,A,C,B,B,B,C,A,C,D,C,A,D,C,C,E,B,B,C,A,D,A,C,B,B,D,A
40_17231802661431.png,E,C,D,A,B,D,E,C,D,D,B,C,A,E,B,D,A,C,B,E,A,D,B,*,C,D,A,A,C,E,D,D,A,C,B,B,C,D,C,A,E,C,D,A,C,A,B,C,D,A,E,B,B,C,D,B,C,D,A,C,A,D,B,B,E,A,D,A,B,D,C,A
40_1723188584521.png,D,A,B,B,B,A,A,B,E,C,D,E,D,A,C,C,B,E,E,B,B,E,D,C,E,E,C,A,B,D,A,C,D,A,E,C,D,B,C,C,D,A,B,B,B,A,B,A,D,B,C,C,B,B,B,C,B,A,D,D,C,D,D,D,B,C,D,C,D,D,D,B
40_1723187433441.png,B,D,C,B,D,B,D,A,C,E,D,C,D,C,B,D,A,C,A,E,D,B,E,A,D,E,A,B,E,A,A,E,E,E,D,C,B,A,C,A,C,B,D,C,A,D,D,A,C,E,A,C,A,C,B,B,B,A,A,C,A,A,C,C,A,E,B,A,C,B,D,D
40_17231870821391.png,D,C,C,B,A,D,B,A,C,D,B,A,A,B,E,C,A,D,E,C,D,B,D,B,E,C,C,E,E,A,D,D,D,B,A,C,A,E,A,D,D,A,D,A,D,D,B,B,A,D,C,C,C,B,A,C,E,B,C,B,B,B,A,A,B,C,A,C,A,A,B,A
40_1723189189441.png,D,E,B,D,C,B,D,A,A,D,D,D,D,C,E,D,A,C,E,E,D,C,E,A,D,C,C,A,B,C,B,A,E,E,D,B,B,C,E,B,D,B,D,C,B,B,D,B,C,D,A,C,A,A,C,D,A,B,A,C,A,B,A,C,A,C,B,B,A,C,D,A
40_17231826221431.png,A,A,A,A,C,#,B,#,A,A,A,B,D,C,D,A,A,D,A,C,D,D,A,B,B,B,A,A,A,C,D,C,#,D,C,E,E,B,D,A,A,A,D,E,A,C,B,C,D,B,A,B,B,C,D,A,A,B,A,C,B,A,D,B,B,D,D,A,C,D,D,B
40_17232179687631.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231802921431.png,A,D,C,C,D,A,D,C,A,D,C,B,D,D,D,A,D,C,B,A,D,D,C,C,C,B,D,A,E,D,D,B,C,A,D,B,A,A,B,A,B,A,D,D,B,B,D,B,B,B,B,B,B,C,B,A,B,D,A,B,B,B,C,A,A,A,D,B,C,B,B,B
40_17231870381391.png,E,A,C,E,B,D,B,A,C,D,C,E,D,A,C,C,D,E,D,A,E,B,B,D,E,B,C,D,E,C,D,D,E,A,C,E,D,E,A,C,D,A,D,B,C,D,D,C,A,D,C,C,C,B,A,C,C,C,C,C,B,B,A,A,B,C,A,C,A,A,C,A
40_1723188575521.png,D,E,B,C,B,C,C,D,B,B,C,A,D,E,C,D,B,B,E,C,A,C,C,C,E,D,C,A,B,E,D,B,B,A,E,C,D,D,A,C,E,B,D,B,B,A,B,D,D,B,C,C,B,B,D,C,B,A,D,A,C,D,D,C,B,A,D,C,C,A,D,B
40_1723179934561.png,C,E,D,C,B,C,A,E,D,#,C,C,B,B,C,B,B,B,C,B,B,B,A,A,D,D,C,D,C,A,A,A,C,C,C,B,B,D,D,A,D,B,C,C,B,B,D,C,B,D,B,C,A,C,B,A,A,B,C,C,C,A,C,C,E,D,A,C,A,A,B,A
40_17231870081391.png,B,A,D,E,C,C,B,A,C,D,C,A,E,B,C,C,B,B,D,C,C,A,C,D,A,B,C,D,E,B,D,D,D,C,C,A,A,E,E,D,B,A,D,A,C,D,D,C,A,A,C,C,C,B,D,C,C,E,C,C,B,B,D,B,B,C,A,C,A,A,C,A
40_1723187427441.png,C,B,C,E,B,C,D,A,B,D,B,B,E,E,E,E,A,E,E,D,A,C,E,E,C,E,C,A,A,C,B,C,A,E,A,B,C,A,C,B,D,C,A,C,D,B,C,C,C,D,A,B,B,B,B,B,B,B,C,A,A,C,B,A,C,D,B,D,A,B,D,B
40_17231817461311.png,C,C,E,A,A,B,A,A,C,E,A,E,A,B,C,E,A,E,E,C,A,D,D,C,C,D,E,C,E,B,D,E,E,A,C,B,C,E,E,B,D,B,C,C,B,C,D,C,B,D,B,C,A,D,A,D,A,D,C,C,C,B,A,C,C,D,A,C,B,A,D,B
40_1723179914561.png,D,E,C,A,B,B,D,E,E,#,E,C,C,B,C,C,A,A,C,B,E,E,C,A,D,D,C,D,C,D,A,A,C,C,C,B,D,D,C,D,E,C,C,C,B,C,A,A,A,D,B,C,C,D,B,A,A,A,C,C,C,B,D,A,E,D,A,C,B,D,B,A
40_17231826321431.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723184713591.png,D,C,C,D,B,D,*,C,B,A,A,A,A,C,B,C,C,A,B,D,A,B,C,E,C,D,E,A,A,C,B,E,D,D,C,C,E,D,C,C,C,C,C,C,D,B,A,C,B,A,D,C,C,A,C,C,A,B,D,C,C,D,D,B,B,D,B,B,C,C,C,E
40_1723180203521.png,D,C,D,C,A,E,A,D,A,B,C,A,D,E,D,B,B,A,E,D,D,D,B,D,E,D,E,B,B,C,A,D,E,E,C,C,A,C,E,C,D,C,D,B,B,B,A,A,A,B,C,C,D,B,D,A,A,A,D,B,C,C,A,D,C,B,C,D,A,A,C,A
40_17231826411431.png,B,D,C,C,C,A,E,A,C,D,C,D,A,C,A,A,B,C,A,B,D,D,C,D,A,D,A,A,A,C,D,D,B,C,C,B,B,B,D,A,B,A,D,D,B,D,C,C,D,D,A,B,B,C,B,D,C,D,A,C,B,A,C,D,C,A,D,B,C,D,A,A
40_1723184675591.png,D,D,C,A,A,A,A,C,B,B,A,C,B,C,D,E,C,D,B,D,D,D,C,C,D,D,A,D,A,B,B,E,D,C,C,B,C,A,A,D,E,E,B,C,E,A,D,B,B,A,C,A,D,A,B,C,C,B,B,A,C,D,D,A,B,B,B,C,A,C,B,D
40_17231870701391.png,C,B,D,E,C,A,B,A,C,C,B,A,D,A,C,C,E,B,A,E,C,D,C,D,E,C,C,D,E,B,D,A,C,C,B,B,D,C,D,C,C,C,D,#,C,C,B,A,C,B,C,C,B,A,D,D,B,D,C,C,B,A,D,A,A,C,A,C,A,A,B,A
40_1723180182521.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723181472441.png,B,E,B,A,D,B,D,A,B,D,D,D,D,C,B,E,A,C,E,E,D,D,E,A,D,E,C,A,B,C,C,A,E,E,B,C,B,C,D,B,C,D,C,C,D,D,C,B,C,D,A,C,B,A,C,A,B,C,A,C,A,A,C,A,E,D,B,A,A,D,B,D
40_17232179631441.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17232179127631.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231869981391.png,C,A,C,E,D,D,B,C,D,C,B,E,D,C,E,C,D,E,E,D,D,D,C,A,E,C,C,B,E,B,D,D,D,B,C,B,A,A,E,C,A,A,D,B,C,D,A,D,A,A,C,C,A,B,C,C,E,E,A,A,D,B,A,D,B,C,A,D,A,A,B,A
40_17231817381311.png,D,C,E,A,A,C,C,A,E,E,A,E,E,A,C,A,C,E,A,C,A,D,D,A,C,D,E,E,A,E,D,E,E,A,A,B,C,E,C,B,D,B,C,C,B,C,C,A,C,C,B,C,A,D,C,D,A,D,C,C,C,A,B,A,A,D,A,C,B,A,B,D
40_17232183181311.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231822567631.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723187419441.png,D,E,B,C,D,B,D,A,A,D,D,D,D,C,B,D,A,D,E,E,D,A,E,A,D,C,C,D,D,B,B,A,E,E,E,C,B,B,A,A,C,B,C,C,B,A,C,B,A,D,A,C,B,A,B,D,B,C,A,C,A,B,B,A,A,E,B,A,A,C,A,A
40_17231817351311.png,D,C,E,A,A,C,E,A,C,E,A,E,A,C,D,B,A,B,D,C,B,D,D,A,C,D,E,D,A,B,D,E,E,A,C,A,C,E,B,C,D,B,C,B,B,C,D,C,B,A,B,C,A,A,B,E,C,D,C,C,C,B,D,C,C,D,A,B,B,A,A,B
40_17231812941111.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723179920561.png,C,E,B,C,B,A,D,E,E,#,E,C,B,A,E,D,E,B,C,D,B,A,A,A,D,D,C,D,C,A,D,A,C,C,C,B,B,D,D,A,D,B,C,C,D,B,E,C,D,B,C,C,A,C,C,B,A,C,C,C,C,A,C,C,A,D,A,C,A,D,B,A
40_17232183201311.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231817471311.png,D,D,E,A,A,C,D,A,C,E,A,D,B,A,C,A,A,B,B,B,D,A,B,A,C,D,E,D,E,E,D,E,D,A,C,B,E,E,C,A,D,B,C,C,B,C,D,A,C,C,B,C,A,D,C,D,A,D,C,C,C,A,B,C,C,D,A,C,B,A,B,B
40_1723179922561.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723184701591.png,A,A,C,D,B,D,A,C,D,A,A,B,D,D,B,C,E,D,B,D,A,B,A,E,C,D,E,D,A,D,E,B,D,D,B,C,E,D,A,D,C,B,C,C,B,A,D,A,B,A,D,D,C,B,C,C,B,B,D,C,A,D,D,B,A,C,B,C,A,D,C,C
40_17231887061431.png,A,D,C,E,A,A,C,E,E,D,C,B,A,C,B,D,B,A,B,B,D,D,C,D,C,D,A,C,E,D,D,D,C,C,C,B,E,D,B,A,E,A,D,D,B,B,C,C,D,D,A,B,B,C,C,A,A,D,A,C,B,A,D,B,D,C,A,D,E,C,B,A
40_17232178281111.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231894341311.png,D,C,E,A,A,B,C,D,C,E,A,B,E,B,A,E,A,E,D,E,D,A,D,B,C,D,E,B,C,B,D,E,A,B,C,A,B,E,A,A,C,E,C,C,C,A,C,C,B,D,B,C,C,D,A,E,B,D,C,B,B,A,A,C,B,C,D,C,D,D,D,A
40_17231870441391.png,C,A,D,E,B,D,B,A,C,C,B,A,D,C,C,C,B,C,E,D,E,C,B,D,E,B,C,E,E,A,A,D,D,B,C,E,A,E,E,C,B,A,D,E,B,D,D,B,B,D,C,C,C,D,D,B,C,E,C,C,D,B,C,A,B,C,A,C,A,A,C,C
40_1723182835521.png,D,E,C,D,A,E,C,D,E,B,D,A,D,E,C,E,B,A,E,D,B,C,B,C,E,D,C,E,C,D,D,A,E,B,E,C,B,D,C,A,D,B,D,B,B,C,B,A,D,B,C,C,D,D,A,C,D,A,D,B,C,D,C,C,C,A,D,D,D,D,C,B
40_17232178777631.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723187412441.png,D,E,B,D,B,B,D,A,E,D,D,D,D,C,B,A,A,C,A,C,A,B,E,C,D,#,A,A,D,D,C,A,E,E,C,B,B,A,A,B,#,B,A,C,D,B,C,#,#,A,A,E,B,B,A,#,A,B,A,C,A,C,A,D,B,A,B,A,A,A,B,B
40_17231870621391.png,C,A,C,D,E,C,B,A,C,B,D,B,D,A,E,C,B,C,C,C,A,C,C,B,A,B,C,E,E,A,A,D,E,D,B,E,C,B,C,A,E,A,D,A,C,E,D,B,B,D,C,C,A,A,B,C,D,E,C,A,C,B,D,A,B,C,A,C,A,A,C,D
40_17231894551311.png,E,A,C,C,A,D,D,A,E,E,A,C,B,D,E,A,A,C,A,C,A,C,A,A,B,D,E,D,D,B,D,E,D,B,C,B,C,E,D,C,C,B,C,C,B,D,C,C,D,B,B,C,C,A,C,D,B,D,D,C,C,A,D,C,B,C,A,D,A,A,B,A
40_17231822727631.png,E,D,A,B,E,D,C,C,D,D,D,A,D,B,A,C,A,E,A,B,D,B,A,D,A,A,D,D,A,B,A,D,A,A,A,E,C,D,E,D,C,D,A,C,A,A,C,B,D,B,B,C,B,C,B,B,E,C,D,B,B,A,C,A,C,B,C,B,B,B,D,C
40_17231865621441.png,D,D,B,B,D,A,E,C,D,B,C,A,E,E,B,D,A,E,A,D,E,A,A,B,E,E,D,A,B,D,E,C,C,D,E,B,C,B,B,C,C,D,C,C,B,B,D,B,A,A,B,A,B,C,A,B,E,D,C,A,B,D,B,A,B,C,B,C,A,C,A,E
40_1723180213521.png,D,B,C,C,A,E,A,D,E,C,C,A,B,A,B,B,B,E,E,B,A,C,D,C,E,C,C,E,A,A,B,D,D,C,B,A,E,C,B,E,*,C,D,A,C,A,A,C,D,B,C,C,C,B,B,A,D,A,D,A,B,B,B,C,D,B,D,C,D,A,B,C
40_17231870401391.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231870841391.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231876141311.png,D,C,E,A,A,B,D,A,C,E,A,E,A,B,C,A,A,E,E,C,A,A,D,A,C,D,E,A,B,B,D,E,E,A,C,B,E,E,B,A,D,D,C,C,B,C,D,C,B,C,B,C,A,D,B,C,B,D,C,C,C,B,A,C,B,D,A,C,A,A,B,D
40_17231868071311.png,D,E,E,A,A,B,E,A,C,E,A,C,A,B,C,A,A,E,E,C,D,B,A,B,C,D,E,D,E,B,D,E,E,C,C,A,B,E,A,A,D,B,C,C,A,D,E,C,B,A,B,C,A,D,B,C,A,D,C,C,A,D,B,C,A,A,A,C,A,#,D,B
40_1723217742521.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231870061391.png,D,D,D,E,A,A,B,D,C,D,B,C,E,E,C,C,D,A,D,B,D,B,E,D,A,B,C,D,E,A,A,D,A,A,D,B,C,E,C,C,B,A,D,C,C,D,D,A,B,D,D,C,C,B,B,C,B,E,C,C,B,B,A,A,C,C,A,C,A,A,C,A
40_17231821651311.png,D,C,E,A,A,B,B,A,A,E,B,D,C,B,C,E,A,E,D,C,A,D,A,D,C,C,E,E,E,E,D,E,E,C,C,B,C,E,A,A,B,B,C,C,B,C,E,C,D,C,B,C,A,D,C,D,A,B,C,C,B,B,C,C,A,D,A,C,B,B,C,B
40_1723188568441.png,D,E,B,C,B,C,D,A,A,D,B,B,E,C,B,B,A,C,C,E,D,B,E,A,D,E,A,A,E,A,B,A,E,E,D,E,B,B,A,A,C,A,D,C,D,B,B,A,E,D,A,C,B,A,B,B,A,B,A,C,A,A,B,A,A,A,B,A,A,D,A,A
40_1723180183521.png,B,B,B,A,B,A,C,C,B,E,C,A,D,B,B,E,B,A,A,B,B,D,B,A,B,E,D,B,E,A,A,D,C,C,E,D,D,D,C,B,A,B,*,D,B,A,D,C,B,A,C,C,C,A,C,C,A,A,D,B,C,D,C,C,D,B,C,C,B,A,C,B
40_1723179965561.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231821401311.png,B,E,A,E,A,D,D,C,D,E,A,E,B,B,E,A,C,C,E,D,C,D,D,#,C,D,A,A,E,C,D,E,A,C,C,A,E,E,B,E,A,B,C,D,C,D,C,A,E,C,B,C,A,A,B,D,B,D,D,A,A,#,D,C,D,D,A,C,B,A,C,B
40_1723186372561.png,D,E,B,C,E,C,D,E,E,#,C,C,C,B,B,B,A,A,C,A,D,C,A,A,C,C,C,D,C,D,B,B,B,C,E,E,A,D,B,B,D,B,C,C,D,C,A,A,D,C,B,C,A,C,B,C,A,D,C,C,C,A,D,D,C,D,A,A,B,A,C,B
40_17231865481441.png,A,B,D,B,C,E,C,A,C,C,D,A,C,E,B,E,A,A,C,C,E,A,D,E,D,C,C,A,B,E,B,B,A,E,B,B,C,E,B,C,C,C,D,B,C,B,D,C,B,A,D,A,B,A,B,B,A,D,D,D,D,C,C,A,C,B,B,C,C,A,B,B
40_17231894381311.png,C,C,E,A,A,D,A,A,C,E,A,D,E,B,C,A,A,E,D,C,A,C,C,B,B,D,E,D,E,D,D,E,B,A,C,D,C,E,C,B,D,B,C,C,B,C,B,C,E,C,B,C,A,C,C,C,A,D,C,C,C,B,B,C,B,B,A,C,B,A,D,B
40_17231870721391.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231868091311.png,B,C,E,B,A,B,C,A,#,C,#,A,B,A,E,B,A,E,E,C,A,B,B,C,E,C,E,D,C,D,C,D,A,D,C,E,E,B,A,A,B,B,D,E,A,E,C,A,D,A,E,C,A,A,B,C,B,B,C,C,E,A,A,B,D,B,B,E,B,A,C,B
40_17231829911441.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231910267631.png,E,C,A,B,E,C,C,C,D,D,C,B,C,B,A,D,D,E,A,B,E,B,D,D,A,A,A,C,A,C,A,D,B,D,E,E,C,D,A,D,D,D,A,C,A,D,B,D,D,A,A,C,A,E,B,D,E,C,D,B,B,A,B,A,A,C,C,C,D,B,D,A
40_17231863321391.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231826111431.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_17231870231391.png,C,A,C,E,D,C,B,D,E,C,A,E,A,C,C,C,B,A,B,D,D,A,D,B,E,A,B,D,D,E,C,E,A,E,B,D,B,A,E,C,D,A,D,B,C,A,B,B,B,C,C,C,C,B,C,C,D,D,C,C,C,B,A,B,A,B,A,C,A,A,D,A
40_1723188573521.png,D,B,C,D,B,E,D,A,D,E,B,B,D,D,B,B,B,A,E,B,A,E,C,B,E,C,C,D,B,D,A,C,D,A,E,C,E,D,C,C,E,A,D,B,B,C,A,A,D,B,C,C,B,B,C,C,A,A,D,A,C,D,C,C,C,B,D,C,B,D,D,B
40_17232177481431.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723184676591.png,C,C,A,B,B,D,A,E,E,A,D,C,C,B,B,C,E,C,A,E,B,D,D,B,D,C,E,D,A,E,B,E,C,C,D,C,E,D,E,A,E,B,C,C,B,A,D,B,A,A,D,D,C,D,D,C,B,A,D,C,B,D,C,B,C,C,B,C,A,D,C,E
40_1723184733591.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
40_1723179927561.png,C,E,B,D,B,A,D,E,E,#,E,C,B,A,E,D,E,B,C,B,B,A,A,A,B,D,C,C,C,A,A,A,C,C,C,B,C,D,D,A,A,C,C,C,B,B,D,C,B,C,B,C,A,C,A,A,A,C,C,C,C,A,C,B,B,D,A,C,A,D,C,A
40_17231822657631.png,E,D,A,B,E,D,B,D,A,B,D,E,D,D,A,A,D,B,A,B,C,B,E,D,C,A,C,E,A,B,A,B,D,D,E,E,C,D,B,D,E,D,A,C,A,A,A,A,E,A,A,D,A,D,B,B,E,C,D,B,B,A,A,D,C,C,C,C,D,B,D,A
40_17231812291111.png,D,B,D,D,B,A,D,A,C,A,D,C,A,E,D,B,C,D,D,C,C,C,E,B,D,E,C,E,D,D,A,D,C,C,E,C,A,C,B,A,E,A,D,B,B,C,C,B,D,D,A,C,B,D,C,B,B,B,A,B,A,C,B,D,A,C,B,A,C,B,D,B
40_17231875991311.png,C,C,E,A,A,B,E,A,D,E,A,D,D,B,D,A,A,E,E,C,A,C,D,A,A,D,E,C,B,B,D,E,C,A,C,C,C,E,A,B,D,B,C,C,D,B,A,C,D,B,B,C,C,D,A,A,B,C,C,C,B,D,C,C,C,D,A,C,B,A,B,B
40_1723180190521.png,D,B,B,C,A,E,A,D,E,A,C,D,D,E,C,C,B,A,E,C,B,C,A,C,E,D,C,A,B,A,D,B,E,C,C,C,D,D,C,E,D,B,D,B,B,A,D,A,D,A,C,C,B,C,A,C,D,A,D,B,C,D,B,B,A,A,B,C,C,B,B,A
40_17231802991431.png,E,D,C,A,D,D,D,C,C,D,D,E,B,C,B,D,D,C,B,B,D,D,D,D,C,D,B,D,A,D,D,D,E,C,C,B,B,B,B,A,C,A,D,D,A,C,D,C,D,A,D,B,B,C,B,D,A,B,A,C,A,A,B,B,D,A,C,B,B,A,B,B
40_1723184746591.png,D,E,A,B,A,E,A,C,B,C,A,C,C,D,B,D,E,C,D,E,A,B,C,E,A,E,E,D,B,B,E,E,D,B,C,C,E,D,B,A,C,D,C,C,B,B,A,A,E,A,C,D,B,C,A,D,B,A,D,C,D,B,D,B,B,C,B,C,A,D,B,A
40_17232182147631.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
